Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
ID19204,2,0,1,3,Meal Plan 1,0,Room_Type 1,41,2018,3,31,Online,0,0,0,117.9,1
ID34932,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0
ID25931,1,0,0,2,Meal Plan 1,0,Room_Type 1,39,2018,3,4,Online,0,0,0,77.5,1
ID14936,2,2,0,2,Meal Plan 1,0,Room_Type 6,119,2018,7,14,Online,0,0,0,177.3,1
ID04660,2,2,0,2,Meal Plan 1,0,Room_Type 6,89,2018,7,21,Online,0,0,0,186.3,0
ID02438,2,0,2,3,Meal Plan 2,0,Room_Type 1,96,2018,12,31,Offline,0,0,0,166.0,0
ID03988,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,2,21,Online,0,0,0,65.06,1
ID25524,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0
ID01873,2,0,0,1,Meal Plan 1,0,Room_Type 4,83,2018,6,14,Online,0,0,0,167.4,1
ID28290,2,0,0,3,Meal Plan 1,0,Room_Type 1,39,2018,2,10,Online,0,0,0,57.28,1
ID05523,2,0,1,3,Not Selected,0,Room_Type 1,6,2018,12,15,Online,0,0,0,66.3,0
ID15622,2,0,2,5,Meal Plan 1,0,Room_Type 1,192,2018,8,18,Online,0,0,0,99.45,1
ID32434,3,0,0,5,Meal Plan 2,0,Room_Type 4,34,2018,3,15,Online,0,0,0,165.6,1
ID01799,2,0,1,3,Not Selected,0,Room_Type 1,64,2018,7,25,Online,0,0,0,94.5,1
ID33933,2,1,1,1,Meal Plan 1,0,Room_Type 1,14,2018,5,30,Online,0,0,0,134.0,1
ID18057,2,0,1,1,Meal Plan 1,0,Room_Type 4,77,2018,4,25,Online,0,0,0,109.8,1
ID20299,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0
ID15089,2,0,2,2,Not Selected,0,Room_Type 1,33,2018,10,28,Online,0,0,0,109.0,1
ID04568,2,1,1,1,Meal Plan 1,0,Room_Type 1,10,2018,2,13,Online,0,0,0,83.55,2
ID19998,2,0,2,3,Meal Plan 1,0,Room_Type 1,7,2018,11,27,Online,0,0,0,89.59,1
ID18309,2,0,2,1,Meal Plan 1,0,Room_Type 1,228,2018,10,30,Online,0,0,0,93.3,0
ID19908,1,0,1,2,Meal Plan 1,0,Room_Type 1,41,2018,2,19,Online,0,0,0,76.9,0
ID32659,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,2018,8,10,Offline,0,0,0,96.56,1
ID32667,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,5,30,Corporate,1,0,2,95.0,0
ID28976,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0
ID09497,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,5,31,Online,0,0,0,111.35,2
ID32220,2,0,1,2,Not Selected,0,Room_Type 1,107,2018,10,21,Online,0,0,0,108.0,1
ID06073,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,11,10,Online,0,0,0,113.33,3
ID33956,2,0,1,2,Meal Plan 2,0,Room_Type 4,57,2018,12,30,Online,0,0,0,314.1,0
ID22449,3,0,0,3,Meal Plan 1,0,Room_Type 4,64,2018,11,17,Online,0,0,0,149.0,2
ID07108,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,2018,6,17,Offline,0,0,0,96.3,0
ID24571,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,4,Complementary,0,0,0,0.0,0
ID18861,2,0,0,3,Meal Plan 1,0,Room_Type 1,129,2018,8,10,Online,0,0,0,88.01,1
ID15102,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0
ID11339,2,0,0,2,Meal Plan 1,1,Room_Type 1,2,2018,8,9,Online,0,0,0,179.0,1
ID26509,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,7,13,Online,0,0,0,208.0,0
ID03743,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91.0,0
ID12077,2,0,0,4,Meal Plan 2,0,Room_Type 1,107,2018,7,13,Online,0,0,0,139.5,1
ID04054,2,0,1,2,Not Selected,0,Room_Type 1,52,2018,7,18,Online,0,0,0,94.5,0
ID24730,1,0,0,4,Meal Plan 1,0,Room_Type 1,7,2017,12,8,Corporate,0,0,0,65.0,0
ID33457,2,0,0,4,Meal Plan 1,0,Room_Type 1,235,2018,9,13,Online,0,0,0,103.06,1
ID16788,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,2018,11,3,Online,0,0,0,93.6,1
ID06613,1,0,2,1,Meal Plan 1,0,Room_Type 1,17,2017,9,5,Online,0,0,0,69.49,1
ID09566,2,0,1,4,Meal Plan 1,1,Room_Type 4,17,2018,6,1,Online,0,0,0,144.84,1
ID35028,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,9,Complementary,1,0,3,0.0,1
ID29194,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,4,26,Online,0,0,0,98.18,0
ID04659,2,0,0,2,Meal Plan 1,0,Room_Type 1,62,2018,11,4,Online,0,0,0,97.2,1
ID05733,2,0,0,2,Meal Plan 1,0,Room_Type 1,154,2018,8,24,Online,0,0,0,95.4,0
ID07965,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,4,27,Online,0,0,0,103.44,0
ID25352,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2017,12,30,Online,0,0,0,111.3,1
ID22141,2,0,0,3,Meal Plan 1,0,Room_Type 4,53,2018,9,1,Online,0,0,0,123.3,2
ID10933,2,0,0,3,Meal Plan 1,0,Room_Type 4,66,2018,7,19,Online,0,0,0,126.0,0
ID21040,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,1,2,Online,0,0,0,97.0,2
ID30370,1,1,0,1,Meal Plan 1,0,Room_Type 1,5,2017,9,2,Offline,0,0,0,60.0,1
ID21759,3,0,2,0,Meal Plan 1,0,Room_Type 4,91,2018,9,4,Online,0,0,0,168.3,1
ID10265,1,0,0,1,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0
ID20989,1,0,1,3,Meal Plan 1,0,Room_Type 1,25,2018,9,26,Online,0,0,0,129.0,2
ID25484,1,0,0,1,Meal Plan 1,0,Room_Type 1,45,2017,10,20,Online,0,0,0,94.5,2
ID07424,2,0,1,3,Meal Plan 1,0,Room_Type 1,39,2018,10,24,Offline,0,0,0,85.0,0
ID02766,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,4,16,Online,0,0,0,109.67,2
ID26693,3,0,0,4,Not Selected,0,Room_Type 1,92,2018,3,30,Online,0,0,0,78.54,1
ID21814,3,0,0,3,Meal Plan 1,0,Room_Type 4,57,2018,9,7,Online,0,0,0,140.13,1
ID17592,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,11,19,Offline,0,0,0,75.0,1
ID33268,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2018,11,23,Online,0,0,0,86.4,2
ID29229,3,0,1,3,Meal Plan 1,0,Room_Type 4,72,2018,12,19,Online,0,0,0,119.0,0
ID22302,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0
ID16440,2,1,0,2,Meal Plan 1,0,Room_Type 1,33,2018,5,24,Online,0,0,0,125.1,2
ID10644,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0
ID22446,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,6,18,Online,0,0,0,141.0,2
ID35954,2,0,2,1,Meal Plan 1,0,Room_Type 4,153,2018,5,28,Online,0,0,0,121.5,1
ID24713,1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,12,4,Online,0,0,0,96.0,1
ID09766,2,0,1,2,Not Selected,0,Room_Type 1,115,2018,5,9,Online,0,0,0,94.5,0
ID33159,2,0,1,2,Meal Plan 1,0,Room_Type 1,47,2018,3,11,Online,0,0,0,59.91,1
ID31323,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,129.0,0
ID23912,2,0,1,1,Not Selected,0,Room_Type 1,40,2018,3,26,Offline,0,0,0,62.8,0
ID14852,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,2018,2,26,Online,0,0,0,73.95,1
ID14433,2,0,0,5,Meal Plan 1,0,Room_Type 4,50,2018,10,18,Online,0,0,0,124.0,1
ID33473,2,0,2,3,Meal Plan 1,0,Room_Type 4,112,2018,11,13,Online,0,0,0,100.05,1
ID02264,1,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,5,28,Online,0,0,0,130.0,1
ID09266,2,0,0,1,Meal Plan 1,0,Room_Type 4,19,2018,4,30,Online,0,0,0,156.0,0
ID02375,2,0,2,5,Meal Plan 1,0,Room_Type 1,277,2018,9,5,Online,0,0,0,80.0,0
ID34468,2,1,0,2,Meal Plan 1,0,Room_Type 1,2,2018,3,31,Corporate,1,1,8,83.0,2
ID00673,2,0,0,3,Meal Plan 1,0,Room_Type 1,51,2018,2,25,Online,0,0,0,80.3,1
ID28666,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,7,8,Online,0,0,0,129.0,0
ID03813,2,0,0,4,Meal Plan 1,0,Room_Type 1,93,2017,10,7,Online,0,0,0,89.25,1
ID23387,1,0,0,1,Meal Plan 1,0,Room_Type 1,68,2017,12,2,Corporate,0,0,0,65.0,2
ID31202,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,6,20,Online,0,0,0,149.0,1
ID15180,1,0,1,3,Meal Plan 1,0,Room_Type 1,103,2018,11,7,Online,0,0,0,187.25,2
ID31678,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,1,24,Corporate,0,0,0,64.0,0
ID14029,3,0,1,2,Meal Plan 1,0,Room_Type 4,9,2018,4,22,Online,0,0,0,167.0,0
ID06854,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120.0,0
ID14574,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0
ID27744,3,0,2,3,Meal Plan 1,0,Room_Type 1,66,2017,12,31,Online,0,0,0,111.92,0
ID29675,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,2018,10,20,Online,0,0,0,132.3,0
ID34119,3,0,1,3,Meal Plan 1,0,Room_Type 4,111,2018,8,8,Online,0,0,0,146.7,1
ID34659,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,161.67,0
ID09061,2,0,1,2,Meal Plan 1,0,Room_Type 1,203,2018,9,5,Offline,0,0,0,80.75,0
ID36040,2,0,1,1,Meal Plan 1,0,Room_Type 1,53,2018,10,29,Online,0,0,0,107.1,1
ID06879,2,0,2,1,Meal Plan 1,0,Room_Type 4,44,2018,9,25,Online,0,0,0,149.4,0
ID23858,2,0,0,2,Meal Plan 1,0,Room_Type 4,6,2018,8,5,Online,0,0,0,166.0,1
ID08678,2,0,0,4,Meal Plan 1,0,Room_Type 4,35,2017,9,29,Online,0,0,0,92.33,1
ID26112,2,0,3,6,Not Selected,0,Room_Type 1,164,2018,9,19,Online,0,0,0,116.1,0
ID00419,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115.0,1
ID33032,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0
ID27913,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2018,2,19,Offline,0,0,0,40.67,0
ID27941,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,6,23,Online,0,0,0,97.0,1
ID01862,2,0,2,3,Not Selected,0,Room_Type 2,34,2017,10,15,Online,0,0,0,94.3,0
ID05608,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,12,5,Corporate,0,0,0,79.0,0
ID22630,2,0,2,5,Meal Plan 1,0,Room_Type 1,81,2017,9,6,Offline,0,0,0,72.25,0
ID17178,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0
ID13896,1,0,0,3,Meal Plan 1,0,Room_Type 1,174,2018,9,22,Offline,0,0,0,95.67,0
ID05758,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,2017,9,14,Online,0,0,0,94.5,2
ID26158,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,18,Offline,0,0,0,62.0,0
ID22713,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0
ID11810,1,0,0,5,Meal Plan 1,0,Room_Type 1,104,2018,11,22,Online,0,0,0,74.8,0
ID06894,2,0,2,0,Meal Plan 1,0,Room_Type 4,7,2018,4,10,Online,0,0,0,124.0,1
ID16358,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0
ID22807,2,0,2,1,Meal Plan 2,0,Room_Type 1,7,2018,10,29,Online,0,0,0,151.19,1
ID10823,0,2,0,3,Meal Plan 1,0,Room_Type 2,113,2018,3,31,Online,0,0,0,78.0,1
ID31514,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1
ID34976,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,10,27,Corporate,0,0,0,95.0,1
ID05744,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115.0,1
ID25871,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0
ID09547,3,0,0,1,Meal Plan 1,0,Room_Type 4,111,2018,7,2,Online,0,0,0,146.7,0
ID16086,2,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,7,1,Online,0,0,0,131.4,0
ID19660,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,1,9,Online,0,0,0,78.3,1
ID02531,1,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,11,6,Online,0,0,0,164.2,2
ID26795,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2018,5,29,Offline,0,0,0,80.75,0
ID29191,1,0,1,0,Meal Plan 1,0,Room_Type 1,34,2018,6,26,Online,0,0,0,94.5,1
ID34337,3,1,0,4,Meal Plan 1,0,Room_Type 4,51,2018,5,11,Online,0,0,0,154.88,2
ID02246,2,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,9,Online,0,0,0,126.9,0
ID24515,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,0
ID08991,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,2018,10,22,Online,0,0,0,112.79,1
ID29209,2,0,1,4,Meal Plan 1,0,Room_Type 4,142,2018,6,1,Online,0,0,0,83.78,1
ID24948,2,0,2,3,Meal Plan 1,0,Room_Type 1,290,2018,10,20,Online,0,0,0,90.95,0
ID23357,2,0,1,3,Not Selected,0,Room_Type 1,106,2018,5,2,Online,0,0,0,65.79,0
ID14853,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0
ID21863,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,5,Corporate,1,0,1,65.0,1
ID13309,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0
ID19863,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,9,15,Online,0,0,0,159.0,1
ID09582,2,0,2,3,Meal Plan 1,0,Room_Type 1,132,2017,10,25,Online,0,0,0,89.25,1
ID35056,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0
ID22710,3,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,6,8,Online,0,0,0,141.3,2
ID28236,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0
ID24566,3,0,0,3,Meal Plan 1,1,Room_Type 4,41,2018,3,15,Online,0,0,0,123.3,2
ID23917,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2018,5,9,Online,0,0,0,126.9,0
ID10297,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110.0,1
ID31703,2,0,0,5,Not Selected,0,Room_Type 1,163,2018,8,23,Online,0,0,0,84.15,0
ID05621,2,0,0,3,Meal Plan 1,0,Room_Type 4,303,2018,10,27,Online,0,0,0,105.3,3
ID17566,2,2,0,1,Meal Plan 1,0,Room_Type 6,10,2017,9,3,Online,0,0,0,155.0,1
ID24714,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,1,13,Offline,0,0,0,66.0,0
ID11693,2,2,0,1,Meal Plan 1,0,Room_Type 6,14,2018,7,21,Online,0,0,0,231.0,2
ID35243,2,0,1,1,Meal Plan 1,0,Room_Type 1,62,2018,5,9,Offline,0,0,0,89.24,0
ID03427,2,0,0,3,Not Selected,0,Room_Type 1,164,2018,7,19,Online,0,0,0,88.5,1
ID32913,2,0,2,3,Meal Plan 1,0,Room_Type 4,144,2018,5,22,Online,0,0,0,112.03,1
ID03822,2,0,1,1,Meal Plan 1,0,Room_Type 1,105,2018,6,11,Online,0,0,0,126.9,1
ID13352,2,0,0,4,Meal Plan 1,0,Room_Type 1,146,2018,6,1,Online,0,0,0,100.3,0
ID05319,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85.0,0
ID10225,2,0,0,1,Meal Plan 1,1,Room_Type 1,11,2017,11,3,Online,0,0,0,96.0,1
ID08966,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2017,8,18,Corporate,0,0,0,65.0,0
ID05874,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109.0,0
ID19167,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0
ID16898,3,0,2,1,Meal Plan 1,0,Room_Type 5,116,2018,8,6,Offline,0,0,0,113.56,0
ID16417,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0
ID18039,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,6,26,Online,0,0,0,110.7,0
ID02082,2,0,0,3,Not Selected,0,Room_Type 1,44,2018,3,9,Online,0,0,0,71.1,1
ID18085,2,0,2,3,Meal Plan 1,0,Room_Type 1,32,2018,1,1,Offline,0,0,0,60.0,1
ID02217,3,0,1,1,Meal Plan 1,0,Room_Type 1,145,2018,7,23,Online,0,0,0,142.2,1
ID11653,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,11,2,Corporate,1,0,4,88.0,3
ID14057,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0
ID08994,2,0,0,4,Meal Plan 1,0,Room_Type 4,133,2018,7,6,Online,0,0,0,120.7,2
ID12271,2,2,0,5,Meal Plan 1,0,Room_Type 7,115,2018,12,27,Online,0,0,0,170.63,2
ID02981,2,0,0,1,Meal Plan 1,0,Room_Type 4,77,2018,6,28,Online,0,0,0,98.41,0
ID09690,3,0,1,1,Meal Plan 1,0,Room_Type 4,28,2018,10,8,Online,0,0,0,121.47,0
ID27298,2,0,1,1,Meal Plan 2,0,Room_Type 4,45,2018,3,12,Online,0,0,0,129.6,1
ID02351,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0
ID10683,2,0,2,2,Meal Plan 1,0,Room_Type 1,208,2018,6,11,Offline,0,0,0,80.24,2
ID00022,1,0,0,1,Meal Plan 1,0,Room_Type 1,122,2018,11,25,Corporate,0,0,0,67.0,0
ID05012,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,120.0,0
ID22032,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,10,11,Online,0,0,0,154.0,1
ID28538,2,0,0,3,Meal Plan 1,0,Room_Type 1,128,2018,5,4,Offline,0,0,0,80.75,1
ID09276,2,0,1,0,Meal Plan 1,0,Room_Type 1,18,2018,12,11,Offline,0,0,0,80.0,0
ID05829,2,0,2,1,Meal Plan 1,0,Room_Type 4,109,2018,5,22,Offline,0,0,0,90.95,0
ID17382,1,0,2,5,Meal Plan 1,0,Room_Type 4,14,2018,5,30,Online,0,0,0,131.7,1
ID16236,2,0,2,2,Meal Plan 1,0,Room_Type 1,22,2017,9,20,Online,0,0,0,124.0,0
ID29635,2,1,2,1,Meal Plan 1,0,Room_Type 1,121,2018,7,17,Online,0,0,0,121.5,2
ID15152,2,0,2,5,Meal Plan 1,0,Room_Type 1,112,2018,7,6,Offline,0,0,0,72.25,0
ID30005,2,0,0,2,Not Selected,0,Room_Type 1,2,2018,1,20,Online,0,0,0,81.0,0
ID15026,2,0,2,2,Meal Plan 1,0,Room_Type 1,166,2018,6,19,Online,0,0,0,100.3,1
ID04631,2,0,0,2,Meal Plan 1,1,Room_Type 1,13,2017,10,28,Online,0,0,0,135.0,1
ID20717,1,0,2,0,Meal Plan 1,0,Room_Type 1,31,2017,10,25,Online,0,0,0,92.4,0
ID27091,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1
ID19760,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0
ID13323,2,0,2,3,Meal Plan 1,0,Room_Type 1,49,2018,11,6,Online,0,0,0,157.76,2
ID06419,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0
ID26235,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0
ID12878,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,6,27,Offline,0,0,0,124.0,0
ID05931,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,90.0,1
ID35992,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0
ID18513,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0
ID10026,3,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0
ID31405,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0
ID20335,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0
ID33853,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,23,Offline,0,0,0,71.0,0
ID00116,3,0,2,2,Meal Plan 1,1,Room_Type 4,123,2018,8,13,Online,0,0,0,155.7,1
ID12620,2,0,2,3,Meal Plan 1,0,Room_Type 4,16,2018,8,28,Offline,0,0,0,107.0,0
ID28089,2,0,0,2,Not Selected,0,Room_Type 1,53,2018,11,4,Online,0,0,0,88.0,1
ID00449,2,0,3,5,Meal Plan 1,0,Room_Type 4,5,2018,4,4,Online,0,0,0,126.75,0
ID19555,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1
ID00068,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,4,15,Online,0,0,0,142.0,0
ID35027,2,0,2,1,Not Selected,0,Room_Type 1,36,2018,8,28,Online,0,0,0,101.7,0
ID13016,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100.0,0
ID18097,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0
ID19074,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0
ID14711,2,0,1,3,Not Selected,0,Room_Type 1,180,2018,7,28,Online,0,0,0,85.0,1
ID33455,2,0,1,1,Meal Plan 1,0,Room_Type 2,54,2018,5,16,Online,0,0,0,118.6,0
ID14941,2,0,2,3,Not Selected,0,Room_Type 1,92,2018,8,20,Online,0,0,0,107.1,1
ID19082,2,0,1,3,Not Selected,0,Room_Type 1,49,2018,3,24,Offline,0,0,0,62.8,0
ID04619,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Online,0,0,0,80.0,0
ID15704,2,0,1,4,Meal Plan 1,0,Room_Type 1,19,2017,8,31,Online,0,0,0,102.0,0
ID00573,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,4,9,Online,0,0,0,115.0,1
ID33456,2,1,0,2,Meal Plan 1,0,Room_Type 1,19,2018,7,27,Online,0,0,0,169.0,0
ID29336,2,0,0,3,Not Selected,0,Room_Type 1,6,2018,9,8,Online,0,0,0,108.99,1
ID21403,2,2,0,3,Meal Plan 1,0,Room_Type 6,45,2018,10,6,Online,0,0,0,204.0,2
ID03906,2,1,2,3,Meal Plan 1,0,Room_Type 4,41,2017,11,1,Offline,0,0,0,75.0,2
ID03935,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,4,23,Online,0,0,0,114.0,0
ID15069,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,14,Corporate,0,0,0,95.0,1
ID05427,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,17,Offline,0,0,0,82.4,0
ID23324,2,0,0,3,Not Selected,0,Room_Type 1,64,2018,3,31,Online,0,0,0,80.1,1
ID07065,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,11,5,Online,0,0,0,76.0,0
ID08133,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1
ID04521,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100.0,0
ID31038,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0
ID14397,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,4,Online,0,0,0,0.0,1
ID25637,1,0,1,2,Meal Plan 1,0,Room_Type 1,63,2018,5,16,Corporate,0,0,0,130.0,1
ID27490,2,0,0,4,Not Selected,0,Room_Type 1,3,2018,3,8,Online,0,0,0,93.0,1
ID01434,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,9,25,Online,0,0,0,117.0,1
ID14186,2,0,0,2,Meal Plan 1,0,Room_Type 1,44,2018,12,2,Online,0,0,0,98.8,0
ID33754,2,0,0,5,Meal Plan 1,0,Room_Type 4,51,2018,4,26,Online,0,0,0,120.7,1
ID27797,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,5,20,Online,0,0,0,140.4,0
ID14104,2,0,0,4,Meal Plan 1,0,Room_Type 1,168,2018,10,4,Offline,0,0,0,82.28,0
ID26906,1,0,1,1,Meal Plan 1,0,Room_Type 1,24,2017,9,19,Online,0,0,0,87.78,2
ID11931,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Online,0,0,0,0.0,1
ID30867,2,2,0,3,Meal Plan 1,0,Room_Type 2,30,2018,3,9,Online,0,0,0,77.5,0
ID24300,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0
ID09868,2,0,2,6,Meal Plan 1,0,Room_Type 1,99,2018,4,27,Offline,0,0,0,80.75,1
